pl_name,hostname,pl_orbper,pl_orbsmax,pl_orbeccen,pl_rade,pl_bmasse,pl_masse,pl_dens,pl_insol,pl_eqt,pl_orbincl,st_teff,st_rad,st_mass,st_lum,st_met,st_logg,sy_dist,sy_plx,sy_dist.1,discoverymethod,disc_year,pl_type
TOI-700 b,TOI-700,9.977219,0.0677,0.075,0.914,67.03523453999992,,,4.98,417.0,89.6,3459.0,0.42,0.41,-1.64,-0.07,4.81,31.1265,32.098,31.1265,Transit,2020,Unknown
TOI-700 c,TOI-700,16.051115,0.0929,0.078,2.6,75.83356785999989,,,2.64,356.0,88.868,3480.0,0.42,0.42,-1.633,-0.07,4.81,31.1265,32.098,31.1265,Transit,2020,Unknown
TOI-700 d,TOI-700,37.42396,0.1633,0.042,1.073,90.82166151999968,,,0.85,269.0,89.8,3459.0,0.42,0.41,-1.64,-0.07,4.81,31.1265,32.098,31.1265,Transit,2020,Unknown
TOI-776 b,TOI-776,8.24662,0.0653,0.052,1.798,5.0,5.0,4.8,11.5,520.0,89.41,3725.0,0.55,0.54,-1.31,-0.21,4.8,27.1701,36.7762,27.1701,Transit,2020,Unknown
TOI-776 c,TOI-776,15.665323,0.1001,0.089,2.047,6.9,6.9,4.4,4.9,420.0,89.49,3725.0,0.55,0.54,-1.31,-0.21,4.8,27.1701,36.7762,27.1701,Transit,2020,Hot Super-Earth
TOI-824 b,TOI-824,1.392975,0.02177,,2.926,18.467,18.467,4.03,412.0,1253.0,83.65,4600.0,0.69,0.71,-0.71,-0.092,4.61,63.9262,15.6142,63.9262,Transit,2020,Unknown
TOI-837 b,TOI-837,8.3249102,0.083,0.0,9.71,116.0,116.0,0.68,164.0,1022.0,86.96,6000.0,1.04,1.11,0.104,-0.05,4.45,142.488,6.98927,142.488,Transit,2020,Gas Giant
TOI-892 b,TOI-892,10.62656,0.092,0.125,11.994,301.93699,301.93699,,571.01,1397.0,88.2,6261.0,1.39,1.28,0.431,0.24,4.26,340.543,2.9083,340.543,Transit,2020,Gas Giant
TOI-905 b,TOI-905,3.7395671,0.04666,0.024,13.126,211.99261,211.99261,0.515,337.0,1192.0,85.68,5570.0,0.92,0.97,-0.137,0.14,4.5,158.649,6.27445,158.649,Transit,2020,Gas Giant
TOI-942 b,TOI-942,4.32421,0.04866,0.34,3.89,16.0,16.0,,261.86,1120.0,89.966,4969.0,0.89,0.82,-0.359,0.0,4.31,152.601,6.52427,152.601,Transit,2020,Unknown
TRAPPIST-1 b,TRAPPIST-1,1.510826,0.01154,0.00622,1.116,1.374,1.374,5.44194,4.15,398.0,89.728,2566.0,0.12,0.09,-3.257,0.053,5.24,,,,Transit,2016,Unknown
TRAPPIST-1 c,TRAPPIST-1,2.421937,0.0158,0.00654,1.097,1.308,1.308,5.46399,2.21,340.0,89.778,2566.0,0.12,0.09,-3.257,0.053,5.24,,,,Transit,2016,Earth-like
TRAPPIST-1 d,TRAPPIST-1,4.049219,0.02227,0.00837,0.788,0.388,0.388,4.36678,1.11,286.0,89.896,2566.0,0.12,0.09,-3.257,0.053,5.24,,,,Transit,2016,Unknown
TRAPPIST-1 e,TRAPPIST-1,6.101013,0.02925,0.0051,0.92,0.692,0.692,4.9016,0.65,250.0,89.793,2566.0,0.12,0.09,-3.257,0.053,5.24,,,,Transit,2017,Earth-like
TRAPPIST-1 f,TRAPPIST-1,9.20754,0.03849,0.01007,1.045,1.039,1.039,5.0229,0.37,218.0,89.74,2566.0,0.12,0.09,-3.257,0.053,5.24,,,,Transit,2017,Earth-like
TRAPPIST-1 g,TRAPPIST-1,12.352446,0.04683,0.00208,1.129,1.321,1.321,5.05599,0.25,197.0,89.742,2566.0,0.12,0.09,-3.257,0.053,5.24,,,,Transit,2017,Earth-like
TRAPPIST-1 h,TRAPPIST-1,18.772866,0.06189,0.00567,0.755,0.326,0.326,4.16278,0.14,172.0,89.805,2566.0,0.12,0.09,-3.257,0.053,5.24,,,,Transit,2017,Unknown
TrES-1 b,TrES-1,3.03006948,0.03926,0.012,12.753,221.52751,221.52751,0.712,318.46,1077.0,90.0,5230.0,0.81,0.88,-0.359,0.02,4.57,159.658,6.23464,159.658,Transit,2004,Gas Giant
TrES-2 b,TrES-2,2.47061337,0.03568,0.0,13.776,398.24099,398.24099,0.895,882.1,1466.0,83.872,5850.0,1.0,0.98,0.025,0.06,4.46,215.32,4.61543,215.32,Transit,2006,Gas Giant
TrES-3 b,TrES-3,1.30618635,0.02284,0.043,16.759,572.41183,572.41183,0.917,1025.5,1443.0,82.0,5650.0,0.81,0.92,-0.228,-0.19,4.58,231.337,4.29392,231.337,Transit,2007,Gas Giant
TrES-4 b,TrES-4,3.55392889,0.05159,0.015,21.203,158.27934,158.27934,0.099,2276.3,1762.0,83.1,6200.0,1.82,1.39,0.642,0.14,4.06,515.98,1.9095,515.98,Transit,2007,Gas Giant
TrES-5 b,TrES-5,1.48224687,0.02452,0.03,14.064,568.9157,568.9157,1.257,442.99,1278.0,84.65,5171.0,0.87,0.89,,0.2,4.45,360.313,2.74649,360.313,Transit,2011,Gas Giant
V1298 Tau b,V1298 Tau,24.141341,0.1719,0.134,9.53,203.41018,203.41018,1.2,35.0,677.0,88.759,5050.0,1.41,1.14,-0.02,0.1,4.25,108.199,9.21392,108.199,Transit,2019,Unknown
V1298 Tau c,V1298 Tau,8.2438,0.0841,0.3,5.05,76.27882,76.27882,3.5,146.0,968.0,87.5,5050.0,1.33,1.09,-0.02,0.1,,108.199,9.21392,108.199,Transit,2019,Neptune-like
V1298 Tau e,V1298 Tau,53.5,0.2409,0.1,9.976,321.00669,321.00669,1.79,10.0,492.0,89.0,4941.0,1.43,1.26,0.039,0.1,4.23,108.199,9.21392,108.199,Transit,2019,Unknown
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,5800000.0,350.0,0.68,14.572,3813.94088,3813.94088,,,1153.0,24.0,2620.0,,0.06,-3.14,,5.05,,,,Imaging,2015,Gas Giant
WASP-1 b,WASP-1,2.51994701,0.03958,0.013,17.7,301.30284,301.30284,0.339,2121.52,1731.0,90.0,6116.0,1.52,1.3,0.459,0.26,4.11,393.072,2.51707,393.072,Transit,2007,Gas Giant
WASP-10 b,WASP-10,3.09272813,0.0378,0.0601,12.647,1020.2343,1020.2343,3.28,174.03,926.0,88.49,4675.0,0.78,0.7,,0.03,4.4,140.998,7.06364,140.998,Transit,2008,Gas Giant
WASP-100 b,WASP-100,2.84938224,0.04574,0.0,18.943,645.1949,645.1949,0.52,2005.83,1864.0,82.6,6900.0,1.77,1.57,0.766,-0.03,4.04,364.411,2.71534,364.411,Transit,2014,Gas Giant
WASP-101 b,WASP-101,3.585707,0.05057,0.068,15.853,157.96151,157.96151,0.219,1089.17,1465.0,84.981,6400.0,1.29,1.34,,0.2,4.34,201.224,4.94086,201.224,Transit,2014,Gas Giant
WASP-103 b,WASP-103,0.92554539,0.01987,0.15,17.127,462.44265,462.44265,0.511,,2489.0,88.2,6110.0,1.44,1.22,0.413,0.06,4.22,375.647,,375.647,Transit,2014,Gas Giant
WASP-104 b,WASP-104,1.75540644,0.0292,0.015,12.623,403.00844,403.00844,1.07,867.74,1384.0,83.63,5475.0,0.96,1.08,,0.32,4.5,185.932,5.34982,185.932,Transit,2014,Gas Giant
WASP-105 b,WASP-105,7.87289166,0.075,0.0,10.761,572.094,572.094,2.65,166.54,900.0,89.7,5070.0,0.9,0.89,,0.28,4.2,169.272,,169.272,Transit,2017,Gas Giant
WASP-106 b,WASP-106,9.2897057,0.0917,0.046,11.481,606.73747,606.73747,1.86,327.83,1085.0,89.5,6055.0,1.39,1.19,,-0.09,4.23,352.181,2.81147,352.181,Transit,2014,Gas Giant
WASP-107 b,WASP-107,5.72148926,0.055,0.0,10.536,30.5,30.5,0.134,37.03,770.0,89.56,4430.0,0.66,0.69,-0.879,0.02,4.5,64.7414,15.4175,64.7414,Transit,2017,Unknown
WASP-11 b,WASP-11,3.72247919,0.04376,0.03,11.469,169.08556,169.08556,0.679,184.99,941.0,89.1,4800.0,0.74,0.77,0.0,0.0,4.45,124.73,7.99213,124.73,Transit,2008,Gas Giant
WASP-113 b,WASP-113,4.54216695,0.05885,0.0,17.382,150.96925,150.96925,0.228,821.4,1491.0,86.5,5890.0,1.61,1.32,,0.1,4.2,435.156,2.26927,435.156,Transit,2016,Gas Giant
WASP-114 b,WASP-114,1.54877501,0.02851,0.012,14.506,562.24127,562.24127,0.97,2978.2,1884.0,84.0,5940.0,1.43,1.29,,0.14,4.3,523.337,1.88406,523.337,Transit,2016,Gas Giant
WASP-117 b,WASP-117,10.0205933,0.09464,0.302,11.768,87.75286,87.75286,0.341,211.79,973.0,89.1,6038.0,1.17,1.13,0.274,-0.11,4.28,157.963,6.30176,157.963,Transit,2014,Unknown
WASP-118 b,WASP-118,4.04605063,0.05356,0.0,14.94,163.36462,163.36462,0.233,6586.47,2509.0,88.24,6410.0,1.7,1.32,,0.16,4.1,376.658,2.62793,376.658,Transit,2016,Gas Giant
WASP-119 b,WASP-119,2.49980447,0.0363,0.058,13.852,390.9309,390.9309,0.7,907.86,1400.0,85.0,5650.0,1.2,1.02,0.075,0.14,4.26,302.448,3.27755,302.448,Transit,2016,Gas Giant
WASP-12 b,WASP-12,1.0914189,0.0234,0.0,22.026,465.62095,465.62095,0.267,8220.58,2593.0,81.8,6265.0,1.69,1.32,0.607,0.12,4.11,427.246,2.31224,427.246,Transit,2008,Gas Giant
WASP-120 b,WASP-120,3.61126721,0.0514,0.057,13.614,1541.4755,1541.4755,2.0,1818.55,1666.0,82.5,6450.0,1.87,1.39,,-0.05,4.04,381.174,2.59467,381.174,Transit,2016,Gas Giant
WASP-121 b,WASP-121,1.27492476,0.02596,0.0,19.649,367.72747,367.72747,0.266,6216.41,2720.0,87.6,6459.0,1.46,1.35,0.519,0.13,4.24,269.898,3.67631,269.898,Transit,2016,Gas Giant
WASP-123 b,WASP-123,2.97764359,0.04263,0.0,14.434,285.72917,285.72917,0.521,758.32,1461.0,85.7,5740.0,1.28,1.17,,0.18,4.29,197.996,5.02385,197.996,Transit,2016,Gas Giant
WASP-124 b,WASP-124,3.372651,0.0449,0.017,14.202,190.698,190.698,0.43,615.17,1270.0,86.011,6050.0,1.02,1.07,,-0.02,4.44,448.637,2.20081,448.637,Transit,2016,Gas Giant
WASP-126 b,WASP-126,3.28878703,0.0449,0.18,10.514,90.3,90.3,0.41,759.34,1339.0,87.9,5800.0,1.27,1.12,0.159,0.17,4.28,216.526,4.58952,216.526,Transit,2016,Unknown
WASP-127 b,WASP-127,4.17806513,0.0484,0.0,14.695,52.3466,52.3466,0.097,703.97,1314.0,88.2,5620.0,1.39,1.08,0.276,-0.18,4.18,159.507,6.24087,159.507,Transit,2016,Unknown
WASP-129 b,WASP-129,5.74813571,0.0628,0.096,13.143,317.83,317.83,1.6,345.72,1100.0,87.7,5900.0,0.9,1.0,,0.15,4.53,301.462,3.28882,301.462,Transit,2016,Gas Giant
WASP-13 b,WASP-13,4.35301101,0.0558,0.016,16.251,166.86075,166.86075,0.182,617.31,1388.0,86.9,5826.0,1.37,0.72,,0.0,4.06,227.537,4.36696,227.537,Transit,2009,Gas Giant
WASP-130 b,WASP-130,11.5509711,0.1012,0.0,11.025,390.9309,390.9309,2.34,56.35,763.0,88.66,5625.0,0.96,1.04,,0.26,4.49,172.256,5.77699,172.256,Transit,2016,Unknown
WASP-131 b,WASP-131,5.322012,0.0607,0.0,17.104,85.8141,85.8141,0.2,995.37,1433.0,85.0,6030.0,1.53,1.06,,-0.18,4.09,200.075,4.97065,200.075,Transit,2016,Unknown
WASP-132 b,WASP-132,7.1335164,0.0674,0.0163,10.099,136.03056,136.03056,0.73,58.5,682.0,89.46,4686.0,0.76,0.79,-0.575,0.15,4.56,122.91,8.10734,122.91,Transit,2016,Unknown
WASP-133 b,WASP-133,2.1764238,0.0345,0.17,14.185,368.6828,368.6828,0.88,2054.8,1717.0,87.0,5700.0,1.44,1.16,,0.29,4.18,559.084,1.7619,559.084,Transit,2016,Gas Giant
WASP-135 b,WASP-135,1.40137864,0.0243,0.0,13.998,603.877,603.877,1.16,917.41,1404.0,82.0,5675.0,0.96,0.98,,0.02,4.47,298.214,3.32442,298.214,Transit,2015,Gas Giant
WASP-136 b,WASP-136,5.215357,0.0661,0.0,15.468,479.92089,479.92089,0.773,1843.46,1671.0,38.0,6250.0,2.2,1.41,,-0.18,3.9,275.587,3.60091,275.587,Transit,2016,Gas Giant
WASP-138 b,WASP-138,3.6344327,0.0494,,14.25,387.7526,387.7526,1.2,1133.73,1616.0,88.5,6272.0,1.36,1.22,,-0.09,4.25,414.234,2.38571,414.234,Transit,2016,Gas Giant
WASP-139 b,WASP-139,5.9242672,0.062,0.0,9.344,37.18611,37.18611,0.31,120.71,845.0,88.9,5310.0,0.8,0.92,,0.2,4.59,212.472,4.67768,212.472,Transit,2016,Unknown
WASP-14 b,WASP-14,2.24376639,0.0358,0.083,14.289,2294.7326,2294.7326,4.23,1356.33,1690.0,84.63,6475.0,1.31,1.21,,0.0,4.31,161.997,6.14422,161.997,Transit,2008,Gas Giant
WASP-140 b,WASP-140,2.23598448,0.0323,0.047,13.437,775.5052,775.5052,1.1,491.33,1201.0,83.3,5260.0,0.87,0.9,,0.12,4.51,117.598,8.47488,117.598,Transit,2016,Gas Giant
WASP-141 b,WASP-141,3.31066699,0.0469,0.0,13.382,854.9627,854.9627,1.98,1061.55,1456.0,87.6,5900.0,1.37,1.25,,0.29,4.26,516.543,1.90731,516.543,Transit,2016,Gas Giant
WASP-142 b,WASP-142,2.0528705,0.0347,0.0,17.627,266.9772,266.9772,0.31,3140.92,1909.0,80.2,6010.0,1.64,1.33,,0.26,4.13,730.933,1.34024,730.933,Transit,2016,Gas Giant
WASP-144 b,WASP-144,2.27831337,0.0316,0.0,9.528,139.8452,139.8452,0.95,775.88,1260.0,86.9,5200.0,0.81,0.81,,0.18,4.53,355.513,2.78766,355.513,Transit,2018,Gas Giant
WASP-145 A b,WASP-145 A,1.76903814,0.0261,0.0,10.088,282.8687,282.8687,1.6,313.4,1200.0,83.3,4900.0,0.68,0.76,,-0.04,4.65,91.299,10.9242,91.299,Transit,2018,Gas Giant
WASP-147 b,WASP-147,4.602744,0.0549,0.0,12.498,87.40325,87.40325,0.263,591.95,1404.0,87.9,5702.0,1.43,1.04,,0.092,4.21,436.098,2.2651,436.098,Transit,2018,Unknown
WASP-148 b,WASP-148,8.80381,0.08215,0.22,8.07,92.17024,92.17024,0.831,72.7,940.0,68.0,5460.0,1.03,1.0,-0.139,0.11,4.4,246.353,4.03046,246.353,Transit,2020,Unknown
WASP-15 b,WASP-15,3.75209956,0.0499,0.055,14.937,172.26386,172.26386,0.231,1237.74,1513.0,85.7,6300.0,1.48,1.18,0.49,-0.17,4.35,282.091,3.51679,282.091,Transit,2009,Gas Giant
WASP-151 b,WASP-151,4.5334682,0.055,0.003,12.666,98.5273,98.5273,0.29,460.0,1290.0,89.2,5871.0,1.14,1.08,,0.1,4.35,453.099,2.17906,453.099,Transit,2017,Unknown
WASP-153 b,WASP-153,3.3326083,0.048,0.009,17.374,123.9537,123.9537,0.15,1400.0,1700.0,84.1,5914.0,1.73,1.34,,0.34,4.1,610.176,1.61032,610.176,Transit,2017,Gas Giant
WASP-156 b,WASP-156,3.8361623,0.0458,0.0,6.028,41.8,41.8,1.05,150.0,934.0,89.1,4987.0,0.83,0.87,-0.418,0.305,4.54,122.066,8.16366,122.066,Transit,2017,Unknown
WASP-157 b,WASP-157,,,,3.398042,282.7030395599997,,,,879.634,,,,,,,,,,,Transit,2016,Unknown
WASP-159 b,WASP-159,3.8404213,0.0538,0.0,15.468,174.8065,174.8065,0.28,1599.92,1850.0,88.1,6120.0,2.11,1.41,,0.22,3.94,715.383,1.36892,715.383,Transit,2018,Gas Giant
WASP-16 b,WASP-16,3.11860349,0.0422,0.018,11.857,288.58964,288.58964,1.14,481.92,1195.0,84.0,5700.0,0.95,1.02,,0.01,4.49,194.134,5.12299,194.134,Transit,2009,Gas Giant
WASP-160 B b,WASP-160 B,3.76849254,0.0452,0.0,12.218,88.35674,88.35674,0.284,210.57,1119.0,89.0,5298.0,0.87,0.87,,0.27,4.5,288.326,3.43954,288.326,Transit,2018,Unknown
WASP-161 b,WASP-161,5.4056202,0.0673,,12.812,791.3967,791.3967,2.2,990.0,1557.0,89.01,6400.0,1.71,1.39,0.647,0.16,4.11,343.08,2.88635,343.08,Transit,2018,Gas Giant
WASP-162 b,WASP-162,9.6246647,0.0871,0.434,11.209,1652.716,1652.716,6.9,121.92,910.0,89.3,5300.0,1.11,0.95,,0.28,4.33,310.841,3.1888,310.841,Transit,2018,Gas Giant
WASP-164 b,WASP-164,1.77713687,0.02818,0.0,12.644,676.9779,676.9779,1.96,1043.21,1610.0,82.73,5806.0,0.93,0.95,,-0.01,4.46,327.506,3.02504,327.506,Transit,2018,Gas Giant
WASP-165 b,WASP-165,3.4655064,0.04823,0.0,14.123,209.13214,209.13214,0.44,1373.53,1624.0,84.9,5599.0,1.75,1.25,,0.33,3.93,602.236,1.63358,602.236,Transit,2018,Gas Giant
WASP-166 b,WASP-166,5.4435423,0.0641,0.0,7.062,32.10083,32.10083,0.54,440.0,1270.0,88.0,6050.0,1.22,1.19,,0.19,4.34,114.173,8.73006,114.173,Transit,2019,Unknown
WASP-167 b,WASP-167,2.02195933,0.0365,,17.71,2542.64,2542.64,,3208.41,2329.0,79.9,7000.0,1.79,1.59,,0.1,4.13,423.552,2.33416,423.552,Transit,2017,Gas Giant
WASP-168 b,WASP-168,4.1536573,0.0519,0.0,16.814,133.4886,133.4886,0.16,278.89,1340.0,84.4,6000.0,1.12,1.08,,-0.01,4.37,303.941,3.2613,303.941,Transit,2018,Gas Giant
WASP-169 b,WASP-169,5.6114206,0.0681,0.0,14.617,178.30263,178.30263,0.33,1486.86,1604.0,87.9,6110.0,2.01,1.34,,0.06,3.96,627.066,1.56647,627.066,Transit,2019,Gas Giant
WASP-17 b,WASP-17,3.73548546,0.05151,0.02,19.167,162.72896,162.72896,0.08,1292.19,1670.0,87.217,6550.0,1.57,1.35,0.613,-0.25,4.15,405.908,2.43656,405.908,Transit,2009,Gas Giant
WASP-170 b,WASP-170,2.34477786,0.0337,,12.285,508.528,508.528,1.6,680.0,1422.0,84.87,5600.0,0.94,0.93,-0.114,0.22,4.47,305.603,3.24391,305.603,Transit,2018,Gas Giant
WASP-172 b,WASP-172,5.477433,0.0694,0.0,17.598,149.37935,149.37935,0.16,1506.5,1740.0,73.0,6900.0,1.91,1.49,,-0.1,4.1,538.11,1.83142,538.11,Transit,2018,Gas Giant
WASP-173 A b,WASP-173 A,1.3866532,0.0248,0.0,13.451,1172.78682,1172.78682,2.84,1920.0,1880.0,71.0,5700.0,1.11,1.05,0.083,0.16,4.5,232.98,4.26358,232.98,Transit,2018,Gas Giant
WASP-174 b,WASP-174,4.2336995,0.05503,0.0,16.107,104.88337,104.88337,0.135,901.9,1528.0,84.2,6400.0,1.31,1.3,0.436,0.09,4.32,410.149,2.41143,410.149,Transit,2018,Gas Giant
WASP-175 b,WASP-175,3.06529495,0.04403,0.0,13.54,314.6517,314.6517,0.74,649.43,1571.0,85.33,6229.0,1.2,1.21,,0.15,4.36,539.36,1.82602,539.36,Transit,2019,Gas Giant
WASP-177 b,WASP-177,3.07172019,0.03957,,17.71,161.45764,161.45764,0.172,279.77,1142.0,84.14,5017.0,0.89,0.88,,0.25,4.49,176.818,5.62826,176.818,Transit,2019,Gas Giant
WASP-178 b,WASP-178,3.3448369,0.0545,0.0,21.745,448.1403,448.1403,0.238,5550.0,2402.0,84.45,8640.0,1.8,1.93,1.215,-0.06,4.21,427.678,2.31187,427.678,Transit,2019,Gas Giant
WASP-18 b,WASP-18,0.94145242,0.02024,0.0091,13.899,3241.84975,3241.84975,6.6,5805.0,2429.0,84.9,6400.0,1.32,1.29,0.428,0.107,4.31,123.483,8.06943,123.483,Transit,2009,Gas Giant
WASP-180 A b,WASP-180 A,3.4092646,0.048,0.0,13.899,286.047,286.047,0.61,918.39,1540.0,88.1,6600.0,1.19,1.3,,0.1,4.42,253.985,3.90929,253.985,Transit,2019,Gas Giant
WASP-181 b,WASP-181,4.51949982,0.05427,,13.271,95.03117,95.03117,0.237,382.45,1186.0,88.38,5839.0,0.96,1.04,,0.09,4.49,437.495,2.25727,437.495,Transit,2019,Unknown
WASP-182 b,WASP-182,3.3769848,0.0451,0.0,9.528,47.03884,47.03884,0.318,756.26,1479.0,83.88,5638.0,1.34,1.08,,0.27,4.22,327.602,3.02448,327.602,Transit,2019,Unknown
WASP-183 b,WASP-183,4.1117634,0.04632,,16.477,159.55066,159.55066,0.21,268.72,1111.0,85.37,5313.0,0.87,0.78,,-0.31,4.45,325.377,3.04488,325.377,Transit,2019,Gas Giant
WASP-186 b,WASP-186,5.026799,0.06,0.33,12.442,1341.23588,1341.23588,3.821,853.14,1378.0,75.0,6300.0,1.46,1.21,,-0.08,4.1,278.514,3.56212,278.514,Transit,2020,Gas Giant
WASP-19 b,WASP-19,0.78883909,0.01652,0.002,15.861,366.77398,366.77398,0.506,3320.0,2113.0,78.8,5500.0,1.0,0.9,-0.043,0.15,4.45,268.325,3.69808,268.325,Transit,2009,Gas Giant
WASP-190 b,WASP-190,5.3677675,0.0663,0.0,12.89,317.83,317.83,,747.13,1500.0,87.1,6400.0,1.6,1.35,,-0.02,4.17,542.251,1.81569,542.251,Transit,2019,Gas Giant
WASP-192 b,WASP-192,2.8786676,0.0408,0.0,13.787,731.009,731.009,1.62,471.14,1620.0,82.7,5910.0,1.32,1.09,,0.14,4.24,508.885,1.93929,508.885,Transit,2019,Gas Giant
WASP-2 b,WASP-2,2.15222216,0.03144,0.013,12.117,295.89973,295.89973,0.914,492.0,1311.0,84.81,5200.0,0.84,0.89,-0.328,0.1,4.54,153.242,6.49795,153.242,Transit,2007,Gas Giant
WASP-20 b,WASP-20,4.89964477,0.05999,0.039,15.975,98.84513,98.84513,0.123,259.86,1282.0,86.8,5940.0,1.39,1.2,,-0.008,4.23,211.877,,211.877,Transit,2015,Unknown
WASP-21 b,WASP-21,4.32250416,0.05212,0.048,12.89,92.1707,92.1707,0.301,705.04,1314.0,88.8,5800.0,1.14,0.89,0.304,-0.46,4.28,258.426,3.84125,258.426,Transit,2010,Unknown
WASP-22 b,WASP-22,3.53272912,0.047,0.021,13.475,181.1631,181.1631,0.459,837.7,1372.0,88.6,6000.0,1.13,1.1,,-0.05,4.37,317.652,3.12015,317.652,Transit,2010,Gas Giant
WASP-23 b,WASP-23,2.9444273,0.037,0.065,12.792,279.37257,279.37257,1.17,317.43,1077.0,88.4,5150.0,0.77,0.78,,-0.05,4.56,207.49,4.79072,207.49,Transit,2010,Gas Giant
WASP-24 b,WASP-24,2.3412205,0.03607,0.0046,15.499,336.8998,336.8998,0.597,934.47,1540.0,83.9,6075.0,1.33,1.18,,0.07,4.23,322.114,3.07644,322.114,Transit,2010,Gas Giant
WASP-25 b,WASP-25,3.76483368,0.04738,0.083,13.952,182.43442,182.43442,0.406,357.01,1109.0,88.275,5703.0,0.92,1.0,,-0.05,4.5,211.416,4.70138,211.416,Transit,2010,Gas Giant
WASP-26 b,WASP-26,2.75659747,0.03997,0.0039,13.804,329.90754,329.90754,0.56,1225.53,1509.0,82.8,5950.0,1.34,1.12,,-0.02,4.3,252.759,3.92919,252.759,Transit,2010,Gas Giant
WASP-28 b,WASP-28,3.40883502,0.04465,0.058,14.263,287.95398,287.95398,0.629,695.65,1430.0,88.3,6150.0,1.09,1.02,,-0.29,4.37,348.494,2.84134,348.494,Transit,2014,Gas Giant
WASP-29 b,WASP-29,3.92271183,0.04566,0.059,7.232,77.86835,77.86835,0.61,235.57,1091.0,89.2,4800.0,0.81,0.82,,0.11,4.5,87.5953,11.3874,87.5953,Transit,2010,Unknown
WASP-3 b,WASP-3,1.8468351,0.03182,0.0058,16.401,600.6987,600.6987,0.822,1845.3,1825.0,84.15,6400.0,1.31,1.24,0.434,0.0,4.25,231.161,4.29737,231.161,Transit,2007,Gas Giant
WASP-31 b,WASP-31,3.4058875,0.04663,0.047,17.286,155.41887,155.41887,0.163,970.94,1424.0,84.41,6302.0,1.25,1.16,0.336,-0.2,4.31,383.829,2.57716,383.829,Transit,2010,Gas Giant
WASP-32 b,WASP-32,2.71866201,0.03904,0.018,12.454,1109.2267,1109.2267,3.24,616.33,1388.0,85.3,6100.0,1.11,1.1,,-0.13,4.53,275.994,3.59493,275.994,Transit,2010,Gas Giant
WASP-33 b,WASP-33,1.2198707,0.0239,0.0,17.856,665.21819,665.21819,0.689,9392.05,2782.0,86.63,7430.0,1.44,1.5,0.819,0.1,4.3,121.944,8.17244,121.944,Transit,2010,Gas Giant
WASP-34 b,WASP-34,4.31768411,0.0521,0.038,13.393,185.29489,185.29489,0.412,229.96,1084.0,85.2,5700.0,0.93,1.01,,-0.02,4.51,132.096,7.54178,132.096,Transit,2010,Gas Giant
WASP-35 b,WASP-35,3.16156853,0.04313,0.028,14.862,222.79883,222.79883,0.378,758.1,1338.0,88.0,5990.0,1.09,1.07,,-0.15,4.4,202.218,4.91668,202.218,Transit,2011,Gas Giant
WASP-36 b,WASP-36,1.5373656,0.02643,0.019,13.308,729.73768,729.73768,1.354,1422.61,1566.0,83.15,5959.0,0.95,1.04,,-0.26,4.49,386.346,2.55993,386.346,Transit,2011,Gas Giant
WASP-37 b,WASP-37,3.57747894,0.0447,0.052,13.507,546.6676,546.6676,1.43,545.33,1232.0,88.8,5800.0,1.0,0.93,-0.021,-0.284,4.41,392.791,2.51833,392.791,Transit,2010,Gas Giant
WASP-38 b,WASP-38,6.8718851,0.07584,0.031,12.218,841.61384,841.61384,2.54,,1250.0,89.7,6150.0,1.33,1.2,,-0.02,4.25,136.24,7.31146,136.24,Transit,2010,Gas Giant
WASP-39 b,WASP-39,4.0552842,0.04828,0.0,15.244,89.31023,89.31023,0.167,316.31,1166.0,87.737,5326.6,1.01,0.92,-0.128,-0.03,4.39,213.982,4.64482,213.982,Transit,2011,Unknown
WASP-4 b,WASP-4,1.33823139,0.0226,0.0,14.807,376.94638,376.94638,0.61,1188.62,1700.0,89.1,5400.0,0.89,0.86,-0.179,-0.07,4.47,267.206,3.71451,267.206,Transit,2007,Gas Giant
WASP-41 b,WASP-41,3.05240175,0.04022,0.12,13.759,299.07803,299.07803,0.672,344.15,1199.0,88.7,5450.0,0.9,0.93,,-0.08,4.53,163.371,6.09247,163.371,Transit,2012,Gas Giant
WASP-42 b,WASP-42,4.9816816,0.0548,0.062,10.78,159.23283,159.23283,0.514,137.12,953.0,88.0,5200.0,0.86,0.88,,0.29,4.51,177.291,5.612,177.291,Transit,2012,Gas Giant
WASP-43 b,WASP-43,0.81347406,0.01528,0.0062,13.112,651.5515,651.5515,2.28,680.9,1303.0,82.11,4400.0,0.6,0.58,-0.825,-0.05,4.65,86.7467,11.4991,86.7467,Transit,2011,Gas Giant
WASP-44 b,WASP-44,2.42381127,0.03453,0.068,12.33,276.5121,276.5121,0.811,533.0,1337.0,86.0,5410.0,0.93,0.95,-0.198,-0.003,4.49,364.512,2.71508,364.512,Transit,2011,Gas Giant
WASP-45 b,WASP-45,3.12607728,0.03963,0.043,10.604,306.38812,306.38812,1.418,294.0,1153.0,84.69,5140.0,0.94,0.91,-0.336,-0.03,4.5,211.196,4.70643,211.196,Transit,2011,Gas Giant
WASP-46 b,WASP-46,1.43037192,0.02334,0.022,13.187,603.877,603.877,1.45,1281.24,1526.0,82.8,5620.0,0.92,0.96,,-0.3,4.49,375.31,2.63604,375.31,Transit,2011,Gas Giant
